a more immediate mystery	a more immediate mystery	in the present	in the present	a whole segment	the human story	the recording industry
a marathon runner	a marathon runner	trying to finish a race	trying to finish a race	a young woman	a tart little lemon drop	the film's shooting schedule
a marathon runner	a marathon runner	trying to finish a race	trying to finish a race	doesn't just slip	undergoing midlife crisis	involved in the process
the human story	the human story	is pushed to one side	is pushed to one side	the movie or the discussion	the unexpected blast	the helping hand
the human story	the human story	is pushed to one side	is pushed to one side	hidden in the film's thick shadows	is on display	starts just around the corner
Its weighty themes	Its weighty themes	are too grave for youngsters	are too grave for youngsters	its audacious ambitions	the tooth and claw	ghost stories
Its weighty themes	Its weighty themes	are too grave for youngsters	are too grave for youngsters	remain just that: abstract ideas	are too obvious	can kill love
the contrived nature	the contrived nature	of its provocative conclusion	of its provocative conclusion	the thin soup	a besotted and obvious drama	all the same problems
the contrived nature	the contrived nature	of its provocative conclusion	of its provocative conclusion	of sharp writing	of the delicate characters	of the familiar masterpiece
a dualistic battle	a dualistic battle	between good and evil	between good and evil	the emotional arc	the delicate tightrope	the volatile dynamics
a dualistic battle	a dualistic battle	between good and evil	between good and evil	between its stars	of a screenplay	of emotional heft
The noble tradition	the noble tradition	of men in drag	of men in drag	an especially poignant portrait	a thoughtful and unflinching examination	the opulent lushness
The noble tradition	the noble tradition	of men in drag	of men in drag	of horror movies	of our national psyche	of mergers and downsizing
a sad picture	a sad picture	of the singles scene	of the singles scene	this strenuously unconventional movie	the disappointingly generic nature	some difficult relationships
a sad picture	a sad picture	of the singles scene	of the singles scene	of the generation gap	of everyday people	of characters and motivations
this future world	this future world	feels absolutely deja vu	feels absolutely deja vu	your festive spirit	the most notable observation	the life experience
this future world	this future world	feels absolutely deja vu	feels absolutely deja vu	makes you nervous	is an entirely foreign concept	repeated in films over and over again
the dutiful precision	the dutiful precision	of a tax accountant	of a tax accountant	the intellectual and emotional pedigree	an enigmatic film	the real story
the dutiful precision	the dutiful precision	of a tax accountant	of a tax accountant	of canned humor	of gory mayhem	of the war
a rare window	a rare window	on an artistic collaboration	on an artistic collaboration	this seductive tease	a sleek advert	a love song
a rare window	a rare window	on an artistic collaboration	on an artistic collaboration	for its audience	on the film radar	for the big screen
the ultimate mysteries	the ultimate mysteries	of life and death	of life and death	the vertiginous perspectives	the numerous scenes	this gentle and affecting melodrama
the ultimate mysteries	the ultimate mysteries	of life and death	of life and death	of rural life	of beach party pop numbers	of this ancient holistic healing system
A simple tale	a simple tale	of an unlikely friendship	of an unlikely friendship	a snappy screenplay	the film's messages of tolerance and diversity	the psychological thriller
A simple tale	a simple tale	of an unlikely friendship	of an unlikely friendship	of cat and mouse	of our national psyche	of children's television
easily accessible stories	easily accessible stories	that resonate with profundity	that resonate with profundity	minutely detailed wonders	carefully balanced scenarios	earnest debuts
easily accessible stories	easily accessible stories	that resonate with profundity	that resonate with profundity	that transport you	that keep people going in this crazy life	that frustrate and captivate
a main character	a main character	who sometimes defies sympathy	who sometimes defies sympathy	the central performer	a dinner guest	the otherwise compelling director
a main character	a main character	who sometimes defies sympathy	who sometimes defies sympathy	that's tough to shake	that malnourished intellectuals	that is not easily forgotten
The modern master	the modern master	of the chase sequence	of the chase sequence	a realistic atmosphere	a compelling portrait	a great deal
The modern master	the modern master	of the chase sequence	of the chase sequence	of growing up	of the world	of cultures and generations
a crusty treatment	a crusty treatment	of a clever gimmick	of a clever gimmick	a no-surprise series	the choking sense	its rather routine script
a crusty treatment	a crusty treatment	of a clever gimmick	of a clever gimmick	of painting this family dynamic for the audience	of love and bloodletting	of moral right and wrong
the difficult process	the difficult process	of adapting to loss	of adapting to loss	the cultural and moral issues	the complicated relationships	a motion picture
the difficult process	the difficult process	of adapting to loss	of adapting to loss	of a sudden lunch rush at the diner	of addressing a complex situation	of a particular theatrical family
a no-surprise series	a no-surprise series	of explosions and violence	of explosions and violence	the fanatical excess	his problematic quest	the real horror
a no-surprise series	a no-surprise series	of explosions and violence	of explosions and violence	of modern times	of the combatants	of an unlikely friendship
those of you	those of you	who read the book	who read the book	each of them	the title character	the other actors
those of you	those of you	who read the book	who read the book	that tend to characterize puberty	who really love other women	that distinguish the merely quirky from the surreal
an enjoyable film	an enjoyable film	in its own right	in its own right	a clever and captivating romantic comedy	some delightful work	an irresistible blend
an enjoyable film	an enjoyable film	in its own right	in its own right	of that special fishy community	of modern love life	of addressing a complex situation
this wonderful portrait	this wonderful portrait	of a conflicted soldier	of a conflicted soldier	a fascinating study	beautifully detailed performances	the kind of genuine depth
this wonderful portrait	this wonderful portrait	of a conflicted soldier	of a conflicted soldier	of office politics	of gory mayhem	of dislocation and change
the difficult subject	the difficult subject	of grief and loss	of grief and loss	his own idiosyncratic strain	the conflicted complexity	all the dramatic weight
the difficult subject	the difficult subject	of grief and loss	of grief and loss	of hollow despair	of gun violence	of continuity errors
the overlooked pitfalls	the overlooked pitfalls	of such an endeavour	of such an endeavour	stagy set pieces	the art direction and costumes	the crazy things
the overlooked pitfalls	the overlooked pitfalls	of such an endeavour	of such an endeavour	of the band	of love and bloodletting	of the comedy
a flattering sense	a flattering sense	of mystery and quietness	of mystery and quietness	a good deal	the lustrous polished visuals	a realistic atmosphere
a flattering sense	a flattering sense	of mystery and quietness	of mystery and quietness	of the summer	of their own pasts	of this true story
A gentle blend	a gentle blend	of present day testimonials	of present day testimonials	the buoyant energy level	the value and respect	a strangely tempting bouquet
A gentle blend	a gentle blend	of present day testimonials	of present day testimonials	of explosions and violence	of mystery and quietness	of emotional heft
a fascinating study	a fascinating study	of isolation and frustration	of isolation and frustration	this wonderful portrait	the kind of genuine depth	this unique and entertaining twist
a fascinating study	a fascinating study	of isolation and frustration	of isolation and frustration	of urban desperation	of an already obscure demographic	of the absurd
the visual wit	the visual wit	of the previous pictures	of the previous pictures	the momentary joys	the depth and breadth	an oddly fascinating depiction
the visual wit	the visual wit	of the previous pictures	of the previous pictures	of the game	of this sort	of beach party pop numbers
the annoying demeanour	the annoying demeanour	of its lead character	of its lead character	a major problem	an overlong visit	a pale imitation
the annoying demeanour	the annoying demeanour	of its lead character	of its lead character	of the respected critical community in this country	of the plot	of a movie
their best work	their best work	in their underwritten roles	in their underwritten roles	an exhilarating exploration	a rollicking good time	beautifully detailed performances
their best work	their best work	in their underwritten roles	in their underwritten roles	in the genre	at its greasiest	of the crimes
a certain degree	a certain degree	of wit and dignity	of wit and dignity	the wonder and menace	the most notable observation	the ins and outs
a certain degree	a certain degree	of wit and dignity	of wit and dignity	of comedy and romance	of neighborhood values	of entertainment and education
a pale imitation	a pale imitation	of the real deal	of the real deal	the wasted potential	the flawed support structure	the predictable plot
a pale imitation	a pale imitation	of the real deal	of the real deal	of romantic comedy	of a sudden lunch rush at the diner	of its sweeping battle scenes
the immediate aftermath	the immediate aftermath	of the terrorist attacks	of the terrorist attacks	the real story	the psychological thriller	the spare precision
the immediate aftermath	the immediate aftermath	of the terrorist attacks	of the terrorist attacks	of isolation and frustration	of terrible events	of a meltdown
the complicated relationships	the complicated relationships	in a marching band	in a marching band	the movie or the discussion	a young actress	the rowdy participants
the complicated relationships	the complicated relationships	in a marching band	in a marching band	in the movie	of its cast	of the directing world
the pilot episode	the pilot episode	of a TV series	of a TV series	the fictional footage	the obstacle course	the otherwise compelling director
the pilot episode	the pilot episode	of a TV series	of a TV series	of a screenplay	for this movie	of the bard's tragic play
the cinematic equivalent	the cinematic equivalent	of a legal indictment	of a legal indictment	the dry wit	the imagined glory	the testimony of witnesses
the cinematic equivalent	the cinematic equivalent	of a legal indictment	of a legal indictment	of mergers and downsizing	of the pool	of life and death
the glass slipper	the glass slipper	does n't quite fit	doesn't quite fit	a sudsy tub	the kind of art shots	this novelistic story
the glass slipper	the glass slipper	does n't quite fit	doesn't quite fit	is nothing special	is largely unexplored	can also seem tedious
A delightful stimulus	a delightful stimulus	for the optic nerves	for the optic nerves	a charismatic charmer	the film's easygoing blend	a fairly irresistible package
A delightful stimulus	a delightful stimulus	for the optic nerves	for the optic nerves	in contemporary society	for this genre	for hungry tourists
a solid formula	a solid formula	for successful animated movies	for successful animated movies	a feature debut	a charismatic charmer	the value and respect
a solid formula	a solid formula	for successful animated movies	for successful animated movies	of the victorious revolutionaries	of coherent dialogue	of stylistic elements
The additional storyline	the additional storyline	is interesting and entertaining	is interesting and entertaining	the actress in the lead role	a blind man	the television series
The additional storyline	the additional storyline	is interesting and entertaining	is interesting and entertaining	soars every bit as high	is well told	is lovely and lovable
this engaging mix	this engaging mix	of love and bloodletting	of love and bloodletting	easily accessible stories	a wonderful tale	a strong message
this engaging mix	this engaging mix	of love and bloodletting	of love and bloodletting	of painting this family dynamic for the audience	of art of their own	of neighborhood values
the performances of the young players	the performances of the young players	are utterly convincing	are utterly convincing	the film's stories	skateboard films	the dramatic potentials
the performances of the young players	the performances of the young players	are utterly convincing	are utterly convincing	can be fertile sources of humor	should inspire reaction in its audience	are all fine
the predictability of bland comfort food	the predictability of bland comfort food	appeals to you	appeals to you	the modern rut	the very hollowness of the character he plays	a confusing melange
the predictability of bland comfort food	the predictability of bland comfort food	appeals to you	appeals to you	makes for adequate entertainment	finds a few chuckles	becomes a part of its fun
The overall feel of the film	the overall feel of the film	is pretty cheesy	is pretty cheesy	the last scene	cinema's capability	the projection television screen
The overall feel of the film	the overall feel of the film	is pretty cheesy	is pretty cheesy	makes a lick of sense	may not satisfy every moviegoer's appetite	does not live up to its style
such a clever adaptation	such a clever adaptation	of the bard 's tragic play	of the bard's tragic play	the exuberant openness	a convincing impersonation	the buoyant energy level
such a clever adaptation	such a clever adaptation	of the bard 's tragic play	of the bard's tragic play	of the plot	of pop-music history	of this ancient holistic healing system
a powerful political message	a powerful political message	stuffed into an otherwise mediocre film	stuffed into an otherwise mediocre film	its compassionate spirit	a real human soul	this engaging mix
a powerful political message	a powerful political message	stuffed into an otherwise mediocre film	stuffed into an otherwise mediocre film	is not explored very deeply	kills the effect	is stretched to the point of evaporation
the debate it joins	the debate it joins	is a necessary and timely one	is a necessary and timely one	the slightest difficulty	the melodramatic aspect	his problematic quest
the debate it joins	the debate it joins	is a necessary and timely one	is a necessary and timely one	makes for adequate entertainment	is no cinematic sin	takes on life's urgent questions
the buoyant energy level	the buoyant energy level	of the film 's city beginnings	of the film's city beginnings	a powerful political message	the delicious pulpiness	the fresh air
the buoyant energy level	the buoyant energy level	of the film 's city beginnings	of the film's city beginnings	of good kids and bad seeds	of beach party pop numbers	of this film
the worst of tragedies	the worst of tragedies	can be fertile sources of humor	can be fertile sources of humor	the death reports	these alleged psychological thrillers	catastrophic collisions
the worst of tragedies	the worst of tragedies	can be fertile sources of humor	can be fertile sources of humor	aren't badly made	are very original	are utterly convincing
The art direction and costumes	the art direction and costumes	are gorgeous and finely detailed	are gorgeous and finely detailed	some freakish powers	open cans of pop	the main characters
The art direction and costumes	the art direction and costumes	are gorgeous and finely detailed	are gorgeous and finely detailed	are lush and inventive	make the old story seem new	are honestly affecting
an inexpressible and drab wannabe	an inexpressible and drab wannabe	looking for that exact niche	looking for that exact niche	a bad movie	a ponderous and pretentious endeavor	a pretentious and ultimately empty examination
an inexpressible and drab wannabe	an inexpressible and drab wannabe	looking for that exact niche	looking for that exact niche	is on display	hidden in the film's thick shadows	centered around a public bath house
an aborbing if arguable case	an aborbing if arguable case	for the man 's greatness	for the man's greatness	all the depth	the ultimate exercise	all the mounting tension
an aborbing if arguable case	an aborbing if arguable case	for the man 's greatness	for the man's greatness	of a sports extravaganza	for the whole family	with a humanistic message
this gentle and affecting melodrama	this gentle and affecting melodrama	will have luvvies in raptures	will have luvvies in raptures	the evocative aesthetics	a small star	the intellectual and emotional pedigree
this gentle and affecting melodrama	this gentle and affecting melodrama	will have luvvies in raptures	will have luvvies in raptures	played a crucial role	uses water as a metaphor for subconscious desire	takes on life's urgent questions
The movie 's quiet affirmation	the movie's quiet affirmation	of neighborhood values	of neighborhood values	an original and highly cerebral examination	that extra little something	the exotic world
The movie 's quiet affirmation	the movie's quiet affirmation	of neighborhood values	of neighborhood values	of a particular theatrical family	of satiric fire and emotional turmoil	of human decency
the franchise 's best years	the franchise's best years	are long past	are long past	decent glimpses	the value and respect	the rich promises
the franchise 's best years	the franchise's best years	are long past	are long past	don't just slip	keep happening over and over again	are going to show up soon
the intellectual and emotional pedigree	the intellectual and emotional pedigree	of your date	of your date	the real story	all the scenic appeal	the kind of visual flair
the intellectual and emotional pedigree	the intellectual and emotional pedigree	of your date	of your date	of a screenplay	of the plot	of average people
the film 's easygoing blend	the film's easygoing blend	of comedy and romance	of comedy and romance	a cinematic postcard	a strangely tempting bouquet	an eventual cult classic
the film 's easygoing blend	the film's easygoing blend	of comedy and romance	of comedy and romance	between art and life	of a couple's moral ascension	of love and jealousy and sacrifice
the kind of art shots	the kind of art shots	that fill gallery shows	that fill gallery shows	the end results	the grown men	the painted backdrops
the kind of art shots	the kind of art shots	that fill gallery shows	that fill gallery shows	that hold society in place	that tend to characterize puberty	that take time to enjoy
the film 's lamer instincts	the film's lamer instincts	are in the saddle	are in the saddle	a frat boy's ideas	soulless hunks	the film's almost unbearable portraits
the film 's lamer instincts	the film's lamer instincts	are in the saddle	are in the saddle	are extensions of themselves	find a few chuckles	played a crucial role
the pushiness and decibel volume	the pushiness and decibel volume	of most contemporary comedies	of most contemporary comedies	all the dysfunctional family dynamics	the slow buildup	the choking sense
the pushiness and decibel volume	the pushiness and decibel volume	of most contemporary comedies	of most contemporary comedies	of the girls' environment	of such an endeavour	in the auditorium
the adrenaline jolt	the adrenaline jolt	of a sudden lunch rush at the diner	of a sudden lunch rush at the diner	the buoyant energy level	the humor and humanity	the same magical quality
the adrenaline jolt	the adrenaline jolt	of a sudden lunch rush at the diner	of a sudden lunch rush at the diner	of moral right and wrong	of comedy and romance	of gigantic proportions
this particular result	this particular result	is ultimately held back from being something greater	is ultimately held back from being something greater	the film's plot	the title character	the last movie
this particular result	this particular result	is ultimately held back from being something greater	is ultimately held back from being something greater	is not explored very deeply	feels absolutely deja vu	makes you nervous
a college student	a college student	who sees himself as impervious to a fall	who sees himself as impervious to a fall	a marathon runner	a main character	an impressionable kid
a college student	a college student	who sees himself as impervious to a fall	who sees himself as impervious to a fall	that involves us in the unfolding crisis	who reads the book	that's at the center of the story
the crazy things	the crazy things	that keep people going in this crazy life	that keep people going in this crazy life	all the religious and civic virtues	the cultural and moral issues	the right stuff
the crazy things	the crazy things	that keep people going in this crazy life	that keep people going in this crazy life	that transcend language	that frustrate and captivate	that transcend their predicament
the romantic urgency	the romantic urgency	that 's at the center of the story	that's at the center of the story	a mysterious creature	a bumpy but satisfying journey	a glossy melodrama
the romantic urgency	the romantic urgency	that 's at the center of the story	that's at the center of the story	that accompanies this human condition	that involves us in the unfolding crisis	that roots it in feeling
a strong message	a strong message	about never giving up on a loved one	about never giving up on a loved one	a funny little movie	a nice little story	a happy ending
a strong message	a strong message	about never giving up on a loved one	about never giving up on a loved one	in a vibrant and intoxicating fashion	of entangled interrelationships and complex morality	of sharp writing
a moving experience	a moving experience	for people who have n't read the book	for people who haven't read the book	a good performance	a strong dramatic and emotional pull	an engaging look
a moving experience	a moving experience	for people who have n't read the book	for people who haven't read the book	in the auditorium	of comedy and romance	for the geek generation
a dull moment	a dull moment	in the giant spider invasion comic chiller	in the giant spider invasion comic chiller	the wasted potential	a major problem	a confusing melange
a dull moment	a dull moment	in the giant spider invasion comic chiller	in the giant spider invasion comic chiller	for its fiftysomething leading ladies	of modern moviemaking	of redemption and regeneration
the subject matter	the subject matter	is as adult as you can get	is as adult as you can get	such a premise	the execution of these twists	the testimony of witnesses
the subject matter	the subject matter	is as adult as you can get	is as adult as you can get	uses water as a metaphor for subconscious desire	takes on life's urgent questions	is no cinematic sin
the real horror	the real horror	may be waiting for us at home	may be waiting for us at home	the most undeserving victim	the typical problems	all the dysfunctional family dynamics
the real horror	the real horror	may be waiting for us at home	may be waiting for us at home	hidden in the film's thick shadows	evincing the hollow state of modern love life	going on over our heads
the same ideas	the same ideas	repeated in films over and over again	repeated in films over and over again	the additional storyline	the addition of a biblical message	this noble warlord
the same ideas	the same ideas	repeated in films over and over again	repeated in films over and over again	may be overstating it	are so graphically excessive	seem goofy rather than provocative
a realistic atmosphere	a realistic atmosphere	that involves us in the unfolding crisis	that involves us in the unfolding crisis	their consistently sensitive and often exciting treatment	a pretty convincing performance	a soothing formula
a realistic atmosphere	a realistic atmosphere	that involves us in the unfolding crisis	that involves us in the unfolding crisis	that holds society in place	that accompanies this human condition	that takes time to enjoy
an amazing performance	an amazing performance	that dwarfs everything else in the film	that dwarfs everything else in the film	a wonderous accomplishment	a great actress	a visually masterful work
an amazing performance	an amazing performance	that dwarfs everything else in the film	that dwarfs everything else in the film	that set in at this time of year	that was never planned	that accompanies this human condition
the creepy crawlies	the creepy crawlies	hidden in the film 's thick shadows	hidden in the film's thick shadows	the cutthroat world	the only thing	just the vampires
the creepy crawlies	the creepy crawlies	hidden in the film 's thick shadows	hidden in the film's thick shadows	are on display	looking for that exact niche	are pushed to one side
Fans of the animated wildlife adventure show	fans of the animated wildlife adventure show	will be in warthog heaven	will be in warthog heaven	lovers of the book	a video helmer	the preteen girls
Fans of the animated wildlife adventure show	fans of the animated wildlife adventure show	will be in warthog heaven	will be in warthog heaven	are quite admirable	get a fuzzy treat	won't be disappointed
its careful pace and seemingly opaque story	its careful pace and seemingly opaque story	may not satisfy every moviegoer 's appetite	may not satisfy every moviegoer's appetite	the emotional development	all the scenic appeal	the filmmaker's lifelong concern
its careful pace and seemingly opaque story	its careful pace and seemingly opaque story	may not satisfy every moviegoer 's appetite	may not satisfy every moviegoer's appetite	does not live up to its style	are nothing special	seem contrived and secondhand
a few of the characters	a few of the characters	act in ways that real people would n't	act in ways that real people wouldn't	these novelistic stories	main characters	the television series
a few of the characters	a few of the characters	act in ways that real people would n't	act in ways that real people wouldn't	may be shallow	are certainly not earthshaking	can also seem tedious
The problems and characters it reveals	the problems and characters it reveals	are universal and involving	are universal and involving	all the dysfunctional family dynamics	the film's few ideas	the most conservative protagonists
The problems and characters it reveals	the problems and characters it reveals	are universal and involving	are universal and involving	can be fertile sources of humor	are utterly convincing	make it strangely magnetic
the message of our close ties with animals	the message of our close ties with animals	can certainly not be emphasized enough	can certainly not be emphasized enough	its electronic expression	the film's messages	the same ideas
the message of our close ties with animals	the message of our close ties with animals	can certainly not be emphasized enough	can certainly not be emphasized enough	would be an understatement	should be measured	doesn't just slip
The film 's messages of tolerance and diversity	the film's messages of tolerance and diversity	are n't particularly original	aren't particularly original	the noble traditions	equally gentle sentiments	the filmmaker's lifelong concerns
The film 's messages of tolerance and diversity	the film's messages of tolerance and diversity	are n't particularly original	aren't particularly original	make you nervous	are too obvious	are too manipulative
The experience of going to a film festival	the experience of going to a film festival	is a rewarding one	is a rewarding one	the catalytic effect	almost any horror film	the execution of these twists
The experience of going to a film festival	the experience of going to a film festival	is a rewarding one	is a rewarding one	was actually surprising	is utterly convincing	brings them to life
